Chromosome,Plasmid,Label
NZ_CP070057.1,NZ_CP018669.1,0
NZ_LT883153.1,NZ_OX291533.1,0
NZ_CP071393.1,NZ_CP013706.1,0
NZ_CP023960.1,NZ_CP047172.1,0
NZ_CP063229.1,NZ_CP038797.1,0
NZ_CP009343.1,NZ_CP026128.1,0
NZ_CP009838.1,NZ_CP026955.1,0
NZ_CP103521.1,NZ_OW969882.1,0
NZ_CP045059.1,NZ_CP124321.1,0
NZ_CP013850.1,NZ_CP135660.1,0
NZ_CP056235.1,NZ_LR890366.1,0
NZ_CP047173.1,NZ_CP050773.1,0
NZ_CP009072.1,NZ_AP024843.1,0
NZ_CP054886.1,NZ_CP091002.1,0
NZ_CP033711.1,NZ_CP121618.1,0
NZ_CP050958.1,NZ_LR890712.1,0
NZ_AP022345.1,NZ_CP044655.1,0
NZ_CP051402.1,NZ_CP011290.1,0
NZ_CP117025.1,NZ_CP083771.1,0
NZ_CP063959.1,NZ_CP103660.1,0
NZ_CP065639.1,NZ_CP055542.1,0
NZ_CP099314.1,NZ_CP030237.1,0
NZ_CP116042.1,NZ_CP067437.1,0
NZ_CP133351.1,NZ_CP065873.1,0
NZ_CP084825.1,NZ_CP048390.1,0
NZ_CP097846.1,NZ_CP087701.1,0
NZ_CP022127.1,NZ_CP036443.1,0
NZ_CP046306.1,NZ_CP014775.1,0
NC_014761.1,NZ_AP023302.1,0
NZ_CP068069.1,NZ_CP041127.1,0
NZ_CP061514.1,NZ_CP056654.1,0
NZ_CP056425.1,NZ_LR890331.1,0
NZ_CP049234.1,NZ_CP118110.1,0
NZ_CP074663.1,NZ_CP068183.1,0
NZ_CP055588.1,NC_018743.1,0
NZ_CP065162.1,NZ_OW968294.1,0
NZ_CP097779.1,NZ_CP066417.1,0
NZ_CP057034.1,NZ_CP083092.1,0
NZ_CP020894.3,NZ_CP117904.1,0
NZ_CP056899.1,NZ_CP066623.1,0
NZ_CP124429.1,NZ_CP077637.1,0
NZ_CP082240.1,NZ_CP036447.1,0
NZ_CP057238.1,NZ_CP065434.1,0
NZ_CP043217.1,NZ_CP055452.1,0
NZ_CP054482.1,NZ_CP091685.1,0
NZ_CP056546.1,NZ_CP044073.1,0
NZ_CP041247.1,NZ_LR890212.1,0
NZ_CP069946.1,NZ_CP056156.1,0
NZ_CP045103.1,NZ_CP014096.2,0
NZ_CP091700.1,NZ_CP024492.1,0
NZ_CP116520.1,NZ_CP046349.1,0
NZ_CP044074.1,NZ_CP073816.1,0
NZ_CP045209.1,NZ_CP076351.1,0
NZ_CP051149.1,NZ_CP128901.1,0
NZ_CP066673.1,NZ_CP023901.1,0
NZ_CP051449.1,NZ_LN890521.1,0
NZ_CP104488.1,NZ_CP084391.1,0
NZ_CP014150.1,NZ_CP084391.1,0
NZ_CP087817.1,NZ_CP097226.1,0
NZ_CP055551.1,NZ_LR890610.1,0
NZ_CP121070.1,NZ_CP123548.1,0
NZ_CP056455.1,NZ_CP045613.1,0
NZ_CP077830.1,NZ_CP044795.1,0
NZ_CP103974.1,NZ_CP128937.1,0
NZ_CP038366.1,NZ_CP075114.1,0
NZ_CP045975.1,NZ_CP066407.1,0
NZ_CP029981.1,NZ_CP072892.1,0
NZ_CP027412.1,NZ_CP050912.1,0
NZ_CP103657.1,NZ_CP091666.1,0
NZ_CP076204.1,NZ_CP073193.1,0
NZ_CP056232.1,NC_014754.1,0
NZ_CP067303.1,NZ_CP024860.1,0
NZ_CP020731.1,NZ_CP028120.1,0
NZ_CP033926.1,NZ_CP071396.1,0
NZ_CP038405.1,NZ_CP029139.1,0
NZ_CP030185.1,NZ_CP120896.1,0
NZ_CP069990.1,NZ_CP030363.1,0
NZ_CP093260.1,NZ_CP128966.1,0
NZ_CP032384.1,NZ_CP045406.1,0
NZ_CP056878.1,NZ_CP058165.1,0
NZ_CP029080.1,NZ_CP135645.1,0
NZ_CP039469.1,NZ_CP042895.1,0
NZ_CP071988.1,NZ_AP022939.1,0
NZ_CP132298.1,NZ_AP022965.1,0
NZ_CP135458.1,NZ_CP135679.1,0
NZ_CP082360.1,NZ_CP136644.1,0
NZ_CP055354.1,NZ_CP011648.1,0
NZ_CP066730.1,NZ_CP056688.1,0
NZ_CP121625.1,NZ_CP026240.1,0
NZ_AP024798.1,NZ_CP135505.1,0
NZ_CP016410.1,NZ_CP026221.1,0
NZ_CP100482.1,NZ_CP069481.1,0
NZ_CP009715.1,NZ_CP054834.1,0
NZ_CP040572.1,NZ_CP038626.1,0
NZ_CP116110.1,NZ_CP124408.1,0
NZ_AP024798.1,NZ_CP073169.1,0
NZ_CP097612.1,NZ_CP032259.1,0
NZ_CP091044.1,NZ_OW849379.1,0
NZ_CP019732.1,NZ_OW993926.1,0
NZ_CP091206.1,NZ_CP050717.1,0
NZ_CP021167.1,NZ_CP076139.1,0
NZ_CP081472.1,NZ_OW968330.1,0
NZ_CP062380.1,NZ_CP087662.1,0
NZ_CP131944.1,NZ_CP104837.1,0
NZ_CP038402.1,NZ_OW849494.1,0
NZ_CP010293.1,NZ_CP050774.1,0
NC_019771.1,NZ_CP088219.1,0
NZ_CP087784.1,NZ_AP024206.1,0
NZ_CP026231.1,NZ_CP058294.1,0
NZ_CP068139.1,NZ_CP061387.1,0
NZ_CP068139.1,NZ_CP014115.1,0
NZ_CP051338.1,NZ_CP100506.1,0
NZ_CP073801.1,NZ_CP045105.1,0
NZ_CP077646.1,NZ_LR890666.1,0
NZ_CP071709.1,NZ_CP030208.1,0
NZ_CP027123.1,NZ_CP058135.1,0
NZ_CP030024.1,NZ_CP050780.1,0
NZ_LR890202.1,NZ_CP071990.1,0
NZ_CP135138.1,NZ_CP011616.1,0
NZ_CP039518.1,NZ_CP103746.1,0
NZ_CP027798.1,NZ_CP124407.1,0
NZ_CP020901.1,NZ_CP051388.1,0
NZ_CP045932.1,NZ_CP040738.1,0
NZ_CP056653.1,NZ_CP097413.1,0
NZ_CP039318.1,NZ_CP041378.1,0
NZ_CP038180.1,NZ_LR890196.1,0
NZ_CP017220.1,NZ_CP075123.1,0
NZ_LR595848.1,NZ_CP091017.1,0
NZ_CP031219.1,NZ_CP103553.1,0
NZ_CP082929.1,NZ_CP111099.1,0
NZ_CP097004.1,NZ_CP040386.1,0
NZ_CP099311.1,NZ_CP100496.1,0
NZ_CP046320.1,NZ_CP034887.1,0
NZ_CP050712.1,NZ_AP024810.1,0
NZ_CP041738.1,NZ_CP103545.1,0
NZ_CP121581.1,NZ_CP076215.1,0
NZ_LR890751.1,NZ_CP021947.1,0
NZ_CP062370.1,NZ_CP103501.1,0
NZ_CP045258.1,NZ_CP045320.1,0
NZ_CP087606.1,NZ_CP083799.1,0
NZ_CP093249.1,NZ_CP040573.1,0
NZ_CP100486.1,NZ_CP042514.1,0
NZ_CP009444.1,NZ_CP021693.1,0
NZ_LR890735.1,NZ_CP044820.1,0
NZ_CP116159.1,NZ_CP042489.1,0
NZ_CP043197.1,NZ_CP097433.1,0
NZ_CP124320.1,NZ_CP038348.1,0
NZ_CP090504.1,NZ_CP032395.1,0
NZ_OW967802.1,NZ_CP024532.1,0
NZ_CP042969.1,NZ_CP089946.1,0
NZ_CP046257.1,NZ_CP075650.1,0
NZ_CP062314.1,NZ_CP121618.1,0
NZ_CP029115.1,NZ_CP100495.1,0
NZ_CP070991.1,NZ_CP073814.1,0
NZ_CP076704.1,NZ_CP049284.1,0
NZ_CP041373.1,NZ_CP055140.1,0
NZ_AP022345.1,NZ_CP097003.1,0
NZ_CP058807.1,NZ_CP057035.1,0
NZ_CP107605.1,NZ_CP016584.1,0
NZ_CP033715.1,NZ_OW969905.1,0
NZ_CP028035.1,NZ_CP054902.1,0
NZ_AP018496.1,NZ_CP091028.1,0
NZ_CP059168.1,NZ_CP026415.1,0
NZ_CP020442.2,NZ_CP045319.1,0
NZ_LR890349.1,NZ_CP055574.1,0
NZ_CP081922.1,NZ_CP065732.1,0
NZ_CP013841.1,NZ_CP135483.1,0
NZ_CP068104.1,NZ_CP027425.1,0
NZ_CP021550.1,NZ_CP084373.1,0
NZ_CP097059.1,NZ_CP056262.1,0
NZ_CP066081.1,NZ_AP021899.1,0
NZ_CP115689.1,NZ_CP038429.1,0
NZ_CP029680.1,NZ_CP103502.1,0
NZ_CP042969.1,NZ_CP056457.1,0
NZ_CP044074.1,NZ_CP071398.1,0
NZ_CP087983.1,NZ_CP055136.1,0
NZ_CP053862.1,NZ_CP044635.1,0
NZ_LR890466.1,NZ_LR890649.1,0
NZ_OX419557.1,NZ_CP064329.1,0
NZ_CP128947.1,NZ_CP128973.1,0
NZ_CP059445.1,NZ_OW970483.1,0
NZ_CP024588.1,NZ_CP087621.1,0
NZ_CP011581.1,NZ_OW993927.1,0
NC_019974.1,NZ_CP065676.1,0
NZ_CP082848.1,NZ_CP029136.1,0
NZ_CP032207.1,NZ_CP030343.1,0
NZ_CP069470.1,NZ_CP135651.1,0
NZ_CP097056.1,NZ_CP075635.1,0
NZ_CP100312.1,NZ_CP088205.1,0
NZ_CP065611.1,NZ_CP029140.1,0
NZ_CP069951.1,NC_019747.1,0
NZ_LR890735.1,NZ_CP099339.1,0
NZ_CP043187.1,NZ_CP055486.1,0
NZ_CP029166.1,NZ_CP045971.1,0
NZ_CP116540.1,NZ_CP102422.1,0
NZ_OX419570.1,NZ_CP135700.1,0
NZ_CP032194.1,NZ_CP063290.1,0
NZ_LR890374.1,NZ_CP135501.1,0
NZ_CP125897.1,NZ_CP083124.1,0
NZ_CP062358.1,NZ_CP091686.1,0
NZ_AP023311.1,NZ_CP118569.1,0
NZ_CP100418.1,NZ_CP110960.1,0
NZ_CP038346.1,NZ_LT216437.1,0
NZ_CP053562.1,NZ_CP041249.1,0
NZ_CP031574.1,NZ_CP015957.1,0
NZ_OW967795.1,NZ_CP082070.1,0
NZ_CP073176.1,NZ_CP069955.1,0
NZ_LR890291.1,NZ_CP104451.1,0
NZ_CP079898.1,NZ_CP006807.1,0
NZ_CP064843.1,NZ_CP029125.1,0
NZ_CP053957.1,NZ_CP091670.1,0
NZ_CP057311.1,NZ_AP022965.1,0
NZ_CP140412.1,NZ_CP009721.1,0
NZ_CP090141.1,NZ_CP009441.1,0
NZ_CP026231.1,NZ_CP056533.1,0
NZ_LR130511.1,NZ_CP110401.1,0
NC_018650.1,NZ_CP084540.1,0
NZ_CP032833.1,NZ_CP103646.1,0
NZ_CP085981.1,NC_019937.1,0
NZ_CP084586.1,NZ_CP026955.1,0
NZ_CP077238.1,NZ_CP031973.1,0
NZ_CP119443.1,NZ_CP018932.1,0
NZ_CP117244.1,NZ_CP028113.1,0
NZ_CP029128.1,NZ_CP140421.1,0
NZ_OW849139.1,NZ_CP015942.1,0
NZ_LR890603.1,NZ_CP020117.1,0
NZ_CP043465.1,NZ_LR890212.1,0
NZ_CP030185.1,NZ_CP055467.1,0
NZ_LR890710.1,NZ_CP070059.1,0
NZ_CP076801.1,NZ_CP119451.1,0
NZ_CP021740.1,NZ_CP117204.1,0
NZ_CP009902.1,NZ_CP056510.1,0
NZ_CP124392.1,NZ_CP117859.1,0
NZ_CP037864.1,NZ_CP066617.1,0
NZ_CP089383.1,NZ_CP018833.1,0
NZ_CP023888.1,NZ_OW970516.1,0
NZ_CP050904.1,NZ_OW848981.1,0
NZ_CP075663.1,NZ_CP015301.1,0
NZ_CP047867.1,NZ_CP051377.1,0
NZ_CP021939.1,NZ_CP088201.1,0
NZ_CP041738.1,NZ_CP124821.1,0
NZ_CP056232.1,NZ_CP006661.1,0
NZ_CP085074.1,NZ_CP128920.1,0
NZ_CP124622.1,NZ_CP039326.1,0
NC_015660.1,NZ_CP117737.1,0
NZ_CP011578.1,NZ_LR890333.1,0
NZ_CP064343.1,NZ_CP083105.1,0
NZ_CP094111.1,NZ_CP044654.1,0
NZ_CP103633.1,NZ_LR828258.1,0
NZ_CP056899.1,NZ_CP057750.1,0
NZ_CP123504.1,NZ_CP065734.1,0
NZ_CP065681.1,NZ_CP040319.1,0
NZ_LR890381.1,NZ_CP087787.1,0
NZ_CP103679.1,NZ_CP084828.1,0
NZ_CP051398.1,NZ_CP026240.1,0
NZ_CP024859.1,NZ_OW970536.1,0
NZ_CP045612.1,NZ_CP029112.1,0
NZ_CP015842.1,NZ_CP101296.1,0
NZ_CP090998.1,NZ_LR890609.1,0
NZ_CP066673.1,NZ_CP116522.1,0
NZ_CP054003.1,NZ_CP055874.1,0
NZ_CP065735.1,NZ_CP023958.1,0
NZ_CP091878.1,NZ_CP056574.1,0
NZ_CP068187.1,NZ_CP056749.1,0
NZ_CP016408.1,NZ_CP023967.1,0
NZ_CP083658.1,NZ_CP050932.1,0
NZ_CP103755.1,NZ_CP097166.1,0
NZ_CP026399.1,NZ_CP102896.1,0
NZ_CP029108.1,NZ_LR890330.1,0
NZ_CP014099.2,NZ_CP082241.1,0
NZ_CP089218.1,NZ_CP032392.1,0
NZ_CP103494.1,NZ_CP033759.1,0
NZ_CP057034.1,NZ_CP128984.1,0
NZ_AP022570.1,NZ_CP032000.1,0
NZ_AP022886.1,NZ_CP009719.1,0
NZ_CP102712.1,NZ_AP025616.1,0
NZ_CP091682.1,NZ_CP128934.1,0
NZ_CP026702.1,NZ_CP042554.1,0
NZ_CP136423.1,NZ_CP076145.1,0
NZ_CP113930.1,NZ_CP135687.1,0
NZ_CP087959.1,NZ_CP057103.1,0
NZ_CP116672.1,NZ_CP026144.1,0
NZ_CP026052.1,NZ_CP064052.1,0
NZ_CP091644.1,NZ_CP077222.1,0
NZ_CP009353.1,NZ_CP065610.1,0
NZ_CP045952.1,NZ_CP103754.1,0
NZ_OX291474.1,NZ_CP045407.1,0
NZ_CP098528.1,NZ_CP009074.1,0
NZ_CP082240.1,NZ_CP070035.1,0
NZ_CP100553.1,NZ_CP046648.1,0
NZ_CP075640.1,NZ_CP125082.1,0
NZ_CP063816.1,NZ_CP114157.1,0
NZ_CM002264.1,NZ_CP057257.1,0
NZ_CP137883.1,NZ_AP028053.1,0
NZ_CP087657.1,NZ_CP124321.1,0
NZ_CP103762.1,NZ_CP084809.1,0
NZ_CP032384.1,NZ_CP056079.1,0
NZ_CP071802.1,NZ_CP013024.1,0
NZ_CP087763.1,NZ_LR890409.1,0
NZ_CP094663.1,NZ_CP084590.1,0
NZ_CP110947.1,NZ_OV754006.1,0
NZ_CP025037.1,NZ_CP059169.1,0
NZ_CP010852.1,NZ_CP082879.1,0
NZ_CP039473.1,NZ_CP135681.1,0
NZ_AP022970.1,NZ_CP126902.1,0
NZ_OW849099.1,NZ_CP038628.1,0
NZ_CP070063.1,NZ_CP117915.1,0
NZ_CP086259.1,NZ_AP024833.1,0
NZ_OX637964.1,NZ_CP029990.1,0
NZ_CP085202.1,NZ_CM002880.1,0
NZ_CP133565.1,NZ_CP039330.1,0
NZ_AP025662.1,NZ_CP034857.1,0
NZ_CP051338.1,NZ_CP103480.1,0
NZ_CP107597.1,NZ_OV753998.1,0
NZ_CP104290.1,NZ_CP072545.1,0
NZ_CP059052.1,NZ_CP050780.1,0
NZ_CP116680.1,NZ_CP069626.1,0
NZ_CP091677.1,NZ_CP117893.1,0
NC_019771.1,NZ_CP038332.1,0
NZ_CP026235.1,NZ_CP042492.1,0
NZ_CP097626.1,NZ_CP124426.1,0
NZ_CP026381.1,NZ_CP074705.1,0
NZ_CP038423.1,NZ_CP135463.1,0
NZ_CP106849.1,NZ_CP103733.1,0
NZ_CP100497.1,NZ_CP053968.1,0
NZ_CP049264.1,NZ_CP069481.1,0
NZ_CP078094.1,NZ_CP082098.1,0
NZ_CP049748.1,NZ_CP136409.1,0
NZ_CP038355.1,NZ_CP090143.1,0
NZ_CP099349.1,NZ_CP088220.1,0
NZ_CP024881.1,NZ_CP135669.1,0
NZ_LR890693.1,NZ_CP012468.1,0
NZ_CP091665.1,NZ_CP070985.1,0
NZ_CP063980.1,NZ_CP044261.1,0
NZ_CP009444.1,NZ_CP103505.1,0
NZ_CP066813.1,NZ_CP042526.1,0
NZ_LR890536.1,NZ_CP103973.1,0
NC_010556.1,NZ_CP055491.1,0
NZ_CP029128.1,NZ_CP110218.1,0
NZ_CP095005.1,NZ_CP093387.1,0
NZ_CP032487.1,NZ_CP032177.1,0
NZ_OU015708.1,NZ_CP050931.1,0
NZ_CP056737.1,NZ_CP034857.1,0
NZ_LR890410.1,NZ_CP019926.1,0
NZ_CP128931.1,NZ_CP066602.1,0
NZ_CP011477.1,NZ_CP049853.1,0
NZ_CP051413.1,NZ_CP021739.1,0
NZ_OW968111.1,NZ_OW968330.1,0
NZ_CP014057.2,NZ_CP066406.1,0
NZ_CP071709.1,NZ_CP027346.1,0
NZ_CP040608.1,NZ_CP030189.1,0
NZ_CP050930.1,NZ_CP064863.1,0
NZ_CP074701.1,NZ_CP033697.1,0
NZ_CP015698.1,NZ_CP056192.1,0
NZ_OW849377.1,NZ_CP124818.1,0
NZ_CP116106.1,NZ_CP056550.1,0
NZ_CP083880.1,NZ_CP056555.1,0
NZ_CP058534.1,NZ_CP115690.1,0
NZ_CP061530.1,NZ_CP070135.1,0
NZ_CP030214.1,NZ_CP053363.1,0
NZ_CP009464.1,NZ_CP104670.1,0
NZ_CP043435.1,NZ_CP055592.1,0
NZ_CP056644.1,NZ_CP081467.1,0
NC_019936.1,NZ_CP044682.1,0
NZ_CP011989.1,NZ_CP063703.1,0
NZ_CP050779.1,NZ_CP056488.1,0
NZ_CP047283.1,NZ_CP076217.1,0
NZ_CP009996.1,NZ_CP042965.1,0
NZ_OW968124.1,NZ_CP107615.1,0
NZ_CP027300.1,NZ_CP028037.1,0
NZ_CP069861.1,NZ_AP023004.1,0
NZ_CP068180.1,NZ_AP028051.1,0
NZ_CP080467.1,NZ_CP068421.1,0
NZ_CP026707.1,NZ_CP083147.1,0
NZ_CP023531.1,NZ_CP042577.1,0
NZ_CP023149.1,NZ_CP016924.1,0
NZ_CP125895.1,NZ_CP073206.1,0
NZ_CP030005.1,NZ_CP068192.1,0
NZ_CP114505.1,NZ_CP077322.1,0
NZ_CP057034.1,NZ_CP021753.1,0
NZ_CP051346.1,NZ_CP009167.1,0
NZ_CP068104.1,NZ_CP103646.1,0
NC_012969.1,NZ_CP022492.1,0
NZ_CP060002.1,NZ_CP076729.1,0
NZ_CP029137.1,NZ_AP022887.1,0
NZ_CP043766.1,NZ_CP009462.1,0
NZ_AP022570.1,NZ_CP015133.1,0
NZ_CP020825.1,NZ_CP018825.1,0
NZ_CP062124.1,NZ_CP116516.1,0
NZ_CP030337.1,NZ_OW970450.1,0
NZ_CP082240.1,NZ_CP026972.1,0
NZ_LR890254.1,NZ_CP041393.1,0
NZ_CP128916.1,NZ_CP028286.1,0
NZ_CP097031.1,NZ_CP026759.1,0
NZ_CP055481.1,NZ_CP069965.1,0
NZ_AP022341.1,NZ_CP047857.1,0
NZ_CP020048.1,NZ_CP038379.1,0
NZ_CP021939.1,NZ_CP073811.1,0
NZ_CP103623.1,NZ_CP051405.1,0
NZ_CP116520.1,NZ_CP019758.1,0
NZ_CP024542.1,NZ_CP103505.1,0
NZ_OX359175.1,NZ_CP070925.1,0
NZ_CP082852.1,NZ_CP017222.1,0
NZ_CP061385.1,NZ_CP137697.1,0
NZ_CP060169.1,NZ_CP043218.1,0
NZ_OX419580.1,NZ_CP130455.1,0
NZ_CP055451.1,NZ_CP056424.1,0
NZ_LR890410.1,NZ_OW849495.1,0
NZ_CP080233.1,NZ_CP100481.1,0
NZ_CP056663.1,NZ_LR890499.1,0
NZ_CP030194.1,NZ_OW967972.1,0
NZ_CP057657.1,NZ_CP056531.1,0
NZ_CP026943.1,NZ_CP016523.1,0
NZ_CP023502.1,NZ_CP100734.1,0
NZ_CP039473.1,NZ_CP084594.1,0
NZ_LR735437.1,NZ_CP097368.1,0
NZ_CP123544.1,NZ_CP023905.1,0
NZ_CP018820.1,NZ_CP103670.1,0
NZ_CP087683.1,NZ_CP058162.1,0
NZ_AP025737.1,NZ_CP113443.1,0
NZ_AP024251.1,NZ_CP103666.1,0
NZ_OX291705.1,NZ_CP088249.1,0
NZ_AP024205.1,NZ_CP124491.1,0
NZ_CP103626.1,NZ_CP018817.1,0
NZ_AP023311.1,NZ_LR735422.1,0
NZ_CP038339.1,NZ_CP050243.1,0
NZ_CP035949.1,NZ_CP074706.1,0
NZ_CP124921.1,NZ_CP104670.1,0
NZ_CP092387.1,NZ_CP065525.1,0
NZ_CP084364.1,NZ_CP117743.1,0
NZ_CP070162.1,NZ_CP062757.1,0
NZ_CP045380.1,NZ_CP118294.1,0
NZ_CP053938.1,NZ_CP053950.1,0
NZ_LR890198.1,NZ_CP062369.1,0
NZ_CP104290.1,NZ_CP043767.1,0
NZ_CP016586.1,NZ_CP015131.1,0
NZ_CP048382.1,NZ_CP116554.1,0
NZ_CP060388.1,NZ_CP024529.1,0
NZ_CP083156.1,NZ_LR130566.1,0
NZ_CP118552.1,NZ_CP076143.1,0
NZ_CP138658.1,NZ_LR890260.1,0
NZ_OX460322.1,NZ_CP103663.1,0
NZ_OW967374.1,NZ_CP009701.1,0
NZ_CP103611.1,NZ_CP073184.1,0
NZ_CP090834.1,NZ_CP023924.1,0
NZ_CP062774.1,NZ_CP083093.1,0
NZ_CP027134.1,NZ_CP100535.1,0
NZ_CP028092.1,NZ_CP057242.1,0
NZ_CP110087.1,NZ_CP040738.1,0
NZ_OW970514.1,NZ_CP068182.1,0
NZ_CP038282.1,NZ_OW993924.1,0
NC_021810.1,NZ_LR890386.1,0
NZ_CP062204.1,NZ_CP083596.1,0
NZ_LR130541.1,NZ_CP050754.1,0
NZ_CP034894.1,NZ_CP065169.1,0
NZ_CP043462.1,NC_017590.1,0
NZ_CP077837.1,NZ_OW968294.1,0
NZ_CP125897.1,NZ_CP032835.1,0
NZ_CP116110.1,NZ_CP033805.1,0
NZ_CP038346.1,NZ_CP091096.1,0
NZ_CP083393.1,NZ_CP118721.1,0
NZ_CP100689.1,NZ_OW849112.1,0
NZ_CP097042.1,NZ_CP066448.1,0
NZ_AP025617.1,NZ_CP059433.1,0
NZ_CP119402.1,NZ_CP136644.1,0
NZ_CP016525.1,NZ_CP039838.1,0
NZ_CP049278.1,NZ_CP072892.1,0
NZ_CP040318.1,NZ_OW970417.1,0
NZ_CP054908.1,NZ_CP029656.1,0
NZ_OW967802.1,NZ_CP051388.1,0
NZ_CP058157.1,NZ_CP040068.1,0
NZ_CP048250.1,NZ_CP077412.1,0
NZ_CP070906.1,NZ_CP133343.1,0
NZ_CP131962.1,NZ_CP133127.1,0
NZ_CP041738.1,NZ_CP070112.1,0
NZ_CP026238.1,NZ_CP065724.1,0
NZ_CP053579.1,NZ_CP076191.1,0
NZ_CP029989.1,NZ_CP116879.1,0
NZ_CP009785.1,NZ_AP024587.1,0
NZ_CP099382.1,NZ_CP124807.1,0
NZ_CP121579.1,NZ_CP055678.1,0
NZ_CP043386.1,NZ_CP011053.1,0
NZ_CP133101.1,NZ_LN890526.1,0
NZ_AP025246.1,NZ_CP021835.1,0
NZ_CP026074.1,NZ_CP021699.1,0
NZ_CP124511.1,NZ_CP124752.1,0
NZ_CP027573.1,NZ_CP115698.1,0
NZ_CP019649.1,NZ_CP039497.1,0
NZ_CP138653.1,NZ_CP042972.1,0
NZ_CP118189.1,NZ_CP007736.1,0
NZ_CP023278.1,NZ_CP089943.1,0
NZ_CP104399.1,NZ_CP087622.1,0
NZ_CP021462.1,NZ_CP038406.1,0
NZ_CP028112.1,NZ_CP027444.1,0
NZ_OD940422.1,NZ_CP023911.1,0
NZ_CP022127.1,NZ_LR890294.1,0
NZ_CP049967.1,NZ_CP055365.1,0
NZ_CP097367.1,NZ_CP070894.1,0
NZ_CP093376.1,NZ_CP016571.1,0
NZ_CP128970.1,NZ_CP116139.1,0
NZ_CP077291.1,NZ_CP084596.1,0
NZ_CP125897.1,NZ_LR890585.1,0
NZ_CP103554.1,NZ_AP025742.1,0
NZ_CP099311.1,NZ_CP087653.1,0
NZ_CP141096.1,NZ_CP058132.1,0
NZ_CP042524.1,NZ_CP024514.1,0
NZ_CP061399.1,NZ_CP009463.1,0
NZ_CP137712.1,NC_019690.1,0
NZ_CP075379.1,NZ_CP084863.1,0
NZ_CP009598.1,NZ_CP023892.1,0
NZ_CP009780.1,NZ_CP075400.1,0
NZ_CP117750.1,NZ_CP127879.1,0
NZ_AP024847.1,NZ_CP021711.1,0
NZ_CP073017.1,NZ_CP103558.1,0
NZ_OV753997.1,NZ_CP029000.1,0
NZ_CP041757.1,NZ_CP097224.1,0
NZ_CP026707.1,NZ_CP083919.1,0
NZ_CP094056.1,NZ_CP045057.1,0
NZ_AP023410.1,NZ_CP045047.1,0
NZ_CP062774.1,NZ_CP101927.1,0
NZ_LR890648.1,NZ_CP091027.1,0
NZ_OW849099.1,NZ_CP059051.1,0
NZ_LR890603.1,NZ_CP103734.1,0
NZ_OX419645.1,NZ_CP038615.1,0
NZ_CP011976.1,NZ_CP055452.1,0
NZ_CP141992.1,NZ_CP038294.1,0
NZ_CP014762.1,NZ_CP045407.1,0
NZ_CP034864.1,NZ_CP087838.1,0
NZ_CP118106.1,NZ_CP044656.1,0
NZ_CP069907.1,NZ_CP104454.1,0
NC_010581.1,NZ_CP065837.1,0
NZ_CP119980.1,NZ_CP091047.1,0
NZ_CP116874.1,NZ_OW967004.1,0
NZ_CP020501.1,NZ_CP116516.1,0
NZ_CP026943.1,NZ_CP041394.1,0
NZ_CP023149.1,NZ_CP051268.1,0
NZ_CP023151.1,NZ_CP062734.1,0
NZ_CP013046.2,NZ_CP091234.1,0
NZ_CP066024.1,NZ_LR828256.1,0
NZ_LR130515.1,NZ_CP090991.1,0
NZ_CP018671.1,NZ_CP116140.1,0
NZ_CP058167.1,NZ_CP087640.1,0
NZ_CP062368.1,NZ_CP124407.1,0
NZ_CP049232.1,NZ_CP139040.1,0
NZ_CP057311.1,NZ_LR130517.1,0
NZ_CP054232.1,NZ_CP124447.1,0
NZ_CP090998.1,NZ_CP087602.1,0
NZ_CP058157.1,NZ_CP024523.1,0
NZ_CP087651.1,NZ_CP075097.1,0
NZ_CP113921.1,NZ_OW970447.1,0
NZ_CP014174.1,NZ_CP037743.1,0
NZ_CP110279.1,NZ_CP021834.1,0
NZ_CP069990.1,NZ_CP028997.1,0
NZ_CP116520.1,NZ_CP091670.1,0
NZ_CP055553.1,NZ_CP112981.1,0
NZ_CP014150.1,NZ_LR890414.1,0
NZ_CP045789.1,NZ_CP038594.1,0
NZ_CP048618.1,NZ_CP087702.1,0
NZ_CP009492.1,NZ_CP066372.1,0
NZ_CP056552.1,NZ_CP067252.1,0
NZ_CP085069.1,NZ_OW970535.1,0
NZ_CP104351.1,NZ_CP127880.1,0
NZ_CP010067.1,NZ_CP117414.1,0
NZ_CP104350.1,NZ_CP027162.1,0
NZ_CP050183.1,NZ_CP033689.1,0
NZ_LR890405.1,NZ_CP047578.1,0
NZ_CP011477.1,NZ_CP116121.1,0
NZ_OX419645.1,NZ_CP097033.1,0
NZ_CP062331.1,NZ_CP056468.1,0
NZ_CP056132.1,NZ_OW970521.1,0
NZ_CP042969.1,NZ_CP043779.1,0
NZ_CP056878.1,NZ_CP009314.1,0
NZ_CP114501.1,NZ_CP020829.1,0
NZ_CP056222.1,NZ_CP036407.1,0
NZ_CP121581.1,NZ_CP026409.1,0
NZ_CP023941.1,NZ_CP056127.1,0
NZ_CP115150.1,NZ_CP135985.1,0
NZ_CP070964.1,NC_017194.1,0
NZ_AP022345.1,NZ_CP023509.1,0
NZ_CP026709.1,NZ_OX291708.1,0
NZ_CP110279.1,NZ_CP021538.1,0
NZ_OW969781.1,NZ_LR890601.1,0
NZ_CP077336.1,NZ_CP077400.1,0
NZ_CP087830.1,NZ_CP113934.1,0
